dcterms_identifier|dwc_establishmentMeans|dcterms_modified|dwc_organismRemarks|dwc_collectionCode|dwc_catalogNumber|dwc_georeferenceRemarks|dwc_decimalLatitude|dwc_decimalLongitude|geo_alt|dwc_organismName|dwc_organismScope|cameo|notes|suppress
http://bioimages.vanderbilt.edu/thomas/0261-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.03104|-92.71357|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0261-01-01||
http://bioimages.vanderbilt.edu/thomas/0264-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|35.96767|-92.76244|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0264-01-01||
http://bioimages.vanderbilt.edu/thomas/0279-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.03689|-92.69749|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0279-01-01||
http://bioimages.vanderbilt.edu/thomas/0279-02|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.03689|-92.69749|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0279-02-01||
http://bioimages.vanderbilt.edu/thomas/0280-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.03689|-92.69749|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0280-01-01||
http://bioimages.vanderbilt.edu/thomas/0286-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.03157|-92.71574|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0286-01-01||
http://bioimages.vanderbilt.edu/thomas/0290-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.0312|-92.7143|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0290-01-01||
http://bioimages.vanderbilt.edu/thomas/0295-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.04178|-92.7125|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0295-01-04||
http://bioimages.vanderbilt.edu/thomas/0297-02|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.04241|-92.71241|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0297-02-01||
http://bioimages.vanderbilt.edu/thomas/0298-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|37.0291|-93.7125|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0298-01-01||
http://bioimages.vanderbilt.edu/thomas/0301-02|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|34.79026|-94.94559|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0301-02-03||
http://bioimages.vanderbilt.edu/thomas/0305-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|35.47536|-93.81874|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0305-01-01||
http://bioimages.vanderbilt.edu/thomas/0306-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.03102|-92.71356|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0306-01-01||
http://bioimages.vanderbilt.edu/thomas/0320-02|native|2015-10-08T18:58:30-05:00||||Location determined from Google maps.|36.03753|-92.71664|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0320-02-02||
http://bioimages.vanderbilt.edu/thomas/0325-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|35.98013|-92.76115|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0325-01-01||
http://bioimages.vanderbilt.edu/thomas/0338-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.03888|-92.71461|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0338-01-01||
http://bioimages.vanderbilt.edu/thomas/0350-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.04178|-92.7125|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0350-01-01||
http://bioimages.vanderbilt.edu/thomas/0354-02|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.00135|-92.72964|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0354-02-01||
http://bioimages.vanderbilt.edu/thomas/0371-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.04053|-92.71287|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0371-01-01||
http://bioimages.vanderbilt.edu/thomas/0371-02|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.03915|-92.71922|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0371-02-01||
http://bioimages.vanderbilt.edu/thomas/0371-03|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.02818|-92.71282|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0371-03-01||
http://bioimages.vanderbilt.edu/thomas/0371-04|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.03916|-92.71327|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0371-04-01||
http://bioimages.vanderbilt.edu/thomas/0371-08|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.04053|-92.71287|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0371-08-01||
http://bioimages.vanderbilt.edu/thomas/0381-00|naturalised|2015-10-08T18:58:30-05:00||||Location determined from Google maps.|36.04242|-92.71233|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0381-00-01||
http://bioimages.vanderbilt.edu/thomas/0381-02|native|2015-10-08T18:58:30-05:00||||Location determined from Google maps.|36.0391|-92.71894|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0381-02-02||
http://bioimages.vanderbilt.edu/thomas/0386-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.03844|-92.71461|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0386-01-01||
http://bioimages.vanderbilt.edu/thomas/0410-03|native|2015-10-08T18:58:30-05:00||||Location determined from Google maps.|36.03838|-92.71455|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0410-03-01||
http://bioimages.vanderbilt.edu/thomas/0424-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.0393|-92.7125|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0424-01-01||
http://bioimages.vanderbilt.edu/thomas/0428-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|34.0333|-91.2651|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0428-01-01||
http://bioimages.vanderbilt.edu/thomas/0434-01|naturalised|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|34.0333|-91.2651|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0434-01-01||
http://bioimages.vanderbilt.edu/thomas/0434-02|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|34.0333|-91.2651|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0434-02-01||
http://bioimages.vanderbilt.edu/thomas/0435-02|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|34.0333|-91.2651|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0435-02-01||
http://bioimages.vanderbilt.edu/thomas/0451-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.0153|-92.7099|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0451-01-01||
http://bioimages.vanderbilt.edu/thomas/0458-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.01957|-92.70931|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0458-01-01||
http://bioimages.vanderbilt.edu/thomas/0473-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|34.08361|-93.1743|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0473-01-01||
http://bioimages.vanderbilt.edu/thomas/0481-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|35.97256|-92.80098|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0481-01-01||
http://bioimages.vanderbilt.edu/thomas/0488-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.02329|-92.67955|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0488-01-01||
http://bioimages.vanderbilt.edu/thomas/0532-02|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.24157|-93.13517|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0532-02-01||
http://bioimages.vanderbilt.edu/thomas/0533-02|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.24259|-93.13621|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0533-02-01||
http://bioimages.vanderbilt.edu/thomas/0551-01|naturalised|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.03909|-92.72115|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0551-01-01||
http://bioimages.vanderbilt.edu/thomas/0558-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.01879|-92.25082|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0558-01-01||
http://bioimages.vanderbilt.edu/thomas/0596-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.05857|-92.70622|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0596-01-01||
http://bioimages.vanderbilt.edu/thomas/0615-02|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|33.65798|-93.17394|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0615-02-01||
http://bioimages.vanderbilt.edu/thomas/0645-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|35.97|-92.76637|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0645-01-10||
http://bioimages.vanderbilt.edu/thomas/0679-01|native|2015-10-08T18:58:30-05:00||||Location determined by an independent GPS measurement.|36.03844|-92.7144|||multicellular organism|http://bioimages.vanderbilt.edu/thomas/0679-01-01||
http://bioimages.vanderbilt.edu/vanderbilt/1-125|managed|2015-10-08T18:58:30-05:00||vanderbilt|2-818|Location of individual determined from GIS database.|36.1479|-86.80168|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/13417||
http://bioimages.vanderbilt.edu/vanderbilt/11-402|managed|2015-10-08T18:58:30-05:00||vanderbilt|4-605|Location of individual determined from GIS database.|36.14502|-86.80245|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/10688||
http://bioimages.vanderbilt.edu/vanderbilt/12-33|managed|2015-10-08T18:58:30-05:00||vanderbilt|1-62|Location of individual determined from GIS database.|36.14272|-86.79991|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/50992||
http://bioimages.vanderbilt.edu/vanderbilt/6-139|managed|2015-10-08T18:58:30-05:00||vanderbilt|2-978|Location of individual determined from GIS database.|36.14556|-86.80094|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/10485||
http://bioimages.vanderbilt.edu/vanderbilt/6-186|managed|2015-10-08T18:58:30-05:00||vanderbilt|old-6-186|Location of individual determined from GIS database.|36.14612|-86.80074|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/10392||
http://bioimages.vanderbilt.edu/vanderbilt/6-19|managed|2015-10-08T18:58:30-05:00||vanderbilt|2-838|Location of individual determined from GIS database.|36.14551|-86.79978|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/10666||
http://bioimages.vanderbilt.edu/vanderbilt/6-198|managed|2015-10-08T18:58:30-05:00||vanderbilt|2-947|Location of individual determined from GIS database.|36.14605|-86.80019|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/31932||
http://bioimages.vanderbilt.edu/vanderbilt/6-236|managed|2015-10-08T18:58:30-05:00||vanderbilt|2-533|Location of individual determined from GIS database.|36.14549|-86.80154|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/10574||
http://bioimages.vanderbilt.edu/vanderbilt/6-243|managed|2015-10-08T18:58:30-05:00||vanderbilt|2-305|Location of individual determined from GIS database.|36.1463|-86.80124|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/16026||
http://bioimages.vanderbilt.edu/vanderbilt/7-163|managed|2015-10-08T18:58:30-05:00||vanderbilt|3-194|Location of individual determined from GIS database.|36.14528|-86.80292|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/10858||
http://bioimages.vanderbilt.edu/vanderbilt/7-164|managed|2015-10-08T18:58:30-05:00||vanderbilt|3-56|Location of individual determined from GIS database.|36.14518|-86.80289|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/10864||
http://bioimages.vanderbilt.edu/vanderbilt/7-175|managed|2015-10-08T18:58:30-05:00||vanderbilt|3-55|Location of individual determined from GIS database.|36.14504|-86.80342|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15227||
http://bioimages.vanderbilt.edu/vanderbilt/7-225|managed|2015-10-08T18:58:30-05:00||vanderbilt|3-327|Location of individual determined from GIS database.|36.1465|-86.80412|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/18215||
http://bioimages.vanderbilt.edu/vanderbilt/7-297|managed|2015-10-08T18:58:30-05:00||vanderbilt|2-776|Location of individual determined from GIS database.|36.14634|-86.8026|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/10216|<div>This tree and the others along the Rand Wall were planted in 1990.  See the Vanderbilt <a href='vanderbilt.edu/trees/refs/register-1990-02-16-tulip-poplar.png'>Register Vol. X, No. 21, p.3 (1990)</a>.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/9-46|managed|2015-10-08T18:58:30-05:00|This particular tree is a male.|vanderbilt|3-254|Location of individual determined from GIS database.|36.14576|-86.80618|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/51958||
http://bioimages.vanderbilt.edu/ind-baskauf/10130|managed|2015-10-10T14:42:44-05:00|C-fern cultivar|||Location determined from Google maps.|36.14524|-86.80109|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/10131||
http://bioimages.vanderbilt.edu/ind-baskauf/10134|managed|2015-10-10T14:42:44-05:00|C-fern cultivar|||Location determined from Google maps.|36.14524|-86.80109|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/10138||
http://bioimages.vanderbilt.edu/ind-baskauf/10462|managed|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.14228|-86.79738|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/10464||
http://bioimages.vanderbilt.edu/ind-baskauf/10527|managed|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.1459|-86.80236|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/13942||
http://bioimages.vanderbilt.edu/ind-baskauf/10735|managed|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.3838|-87.00706|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/30620||
http://bioimages.vanderbilt.edu/ind-baskauf/10739|managed|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.38377|-87.00729|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11206||
http://bioimages.vanderbilt.edu/ind-baskauf/11014|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.06337|-86.81011|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11016||
http://bioimages.vanderbilt.edu/ind-baskauf/11055|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.06304|-86.80692|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11056||
http://bioimages.vanderbilt.edu/ind-baskauf/11064|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.06304|-86.80692|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11066||
http://bioimages.vanderbilt.edu/ind-baskauf/11588|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|35.68006|-83.46358|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11595||
http://bioimages.vanderbilt.edu/ind-baskauf/11632|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|35.63534|-83.49306|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11633||
http://bioimages.vanderbilt.edu/ind-baskauf/11643|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|35.63534|-83.49306|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11645||
http://bioimages.vanderbilt.edu/ind-baskauf/11653|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|35.63534|-83.49306|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11656||
http://bioimages.vanderbilt.edu/ind-baskauf/11827|managed|2015-10-10T14:42:44-05:00|Potted for native restoration.|||Location determined from Google maps.|36.05721|-86.79004|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11828||
http://bioimages.vanderbilt.edu/ind-baskauf/11958|managed|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.14583|-86.80092|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11960||
http://bioimages.vanderbilt.edu/ind-baskauf/11961|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.51638|-87.56021|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11964||
http://bioimages.vanderbilt.edu/ind-baskauf/12036|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.51638|-87.56021|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12037||
http://bioimages.vanderbilt.edu/ind-baskauf/12698|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.06607|-86.60035|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12700||
http://bioimages.vanderbilt.edu/ind-baskauf/12853|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12854||
http://bioimages.vanderbilt.edu/ind-baskauf/12946|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.06561|-86.60155|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12948||
http://bioimages.vanderbilt.edu/ind-baskauf/13077|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.34692|-86.93238|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/13084||
http://bioimages.vanderbilt.edu/ind-baskauf/13267|managed|2015-10-10T14:42:44-05:00|Individual represents a small commercially-derived population.|||Location determined from Google maps.|36.14556|-86.80265|||colony|http://bioimages.vanderbilt.edu/baskauf/13270||
http://bioimages.vanderbilt.edu/ind-baskauf/13515|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.78873|-88.05336|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/13516||
http://bioimages.vanderbilt.edu/ind-baskauf/13560|managed|2015-10-10T14:42:44-05:00|Possibly a cultivar.|||Location determined from Google maps.|36.08984|-86.79221|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/13563||
http://bioimages.vanderbilt.edu/ind-baskauf/14061|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.06628|-112.1174|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14063||
http://bioimages.vanderbilt.edu/ind-baskauf/14371|native|2015-10-10T14:42:44-05:00|Individual is a female.|||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14372||
http://bioimages.vanderbilt.edu/ind-baskauf/14475|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14476||
http://bioimages.vanderbilt.edu/ind-baskauf/15074|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|35.63679|-83.49268|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15076||
http://bioimages.vanderbilt.edu/ind-baskauf/15084|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|35.63534|-83.49306|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15087||
http://bioimages.vanderbilt.edu/ind-baskauf/15089|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|35.63534|-83.49306|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15093||
http://bioimages.vanderbilt.edu/ind-baskauf/15103|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|35.67868|-83.48087|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15105||
http://bioimages.vanderbilt.edu/ind-baskauf/15106|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|35.67868|-83.48087|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15108||
http://bioimages.vanderbilt.edu/ind-baskauf/15129|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.38376|-87.00694|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/17316||
http://bioimages.vanderbilt.edu/ind-baskauf/15172|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.38387|-87.00596|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15176||
http://bioimages.vanderbilt.edu/ind-baskauf/15211|managed|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.14681|-86.80299|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15216||
http://bioimages.vanderbilt.edu/ind-baskauf/15272|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.38382|-87.00697|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/18748||
http://bioimages.vanderbilt.edu/ind-baskauf/15412|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.38039|-87.0409|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15424||
http://bioimages.vanderbilt.edu/ind-baskauf/15428|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.38039|-87.0409|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15432||
http://bioimages.vanderbilt.edu/ind-baskauf/15503|managed|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.09|-86.87621|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15504||
http://bioimages.vanderbilt.edu/ind-baskauf/15512|managed|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.09|-86.87621|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15514||
http://bioimages.vanderbilt.edu/ind-baskauf/15706|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|37.35878|-88.91742|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15709||
http://bioimages.vanderbilt.edu/ind-baskauf/15867|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|37.3744|-88.92596|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15868||
http://bioimages.vanderbilt.edu/ind-baskauf/15948|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.38389|-87.0069|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15951||
http://bioimages.vanderbilt.edu/ind-baskauf/16354|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.32225|-86.82397|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/16359||
http://bioimages.vanderbilt.edu/ind-baskauf/16388|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.36612|-86.95824|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/16390||
http://bioimages.vanderbilt.edu/ind-baskauf/16407|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.27357|-86.90308|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/16411||
http://bioimages.vanderbilt.edu/ind-baskauf/16523|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.26555|-86.9044|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/16528||
http://bioimages.vanderbilt.edu/ind-baskauf/16651|managed|2015-10-10T14:42:44-05:00|Individual is from a laboratory population derived from a wild population in Virginia.|||Location determined from Google maps.|36.14528|-86.80106|||colony|http://bioimages.vanderbilt.edu/baskauf/16661||
http://bioimages.vanderbilt.edu/ind-baskauf/16889|managed|2015-10-10T14:42:44-05:00|Individual reared from spores in laboratory.|||Location determined from Google maps.|36.14528|-86.80106|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/16940||
http://bioimages.vanderbilt.edu/ind-baskauf/16897|managed|2015-10-10T14:42:44-05:00|Individual reared from spores in laboratory.|||Location determined from Google maps.|36.14528|-86.80106|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/16950||
http://bioimages.vanderbilt.edu/ind-baskauf/17156|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.35357|-87.03369|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/17162||
http://bioimages.vanderbilt.edu/ind-baskauf/17192|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.09695|-86.86955|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/17198||
http://bioimages.vanderbilt.edu/ind-baskauf/18216|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.4024|-87.02219|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/18225||
http://bioimages.vanderbilt.edu/ind-baskauf/18273|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.06579|-86.79662|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/18289||
http://bioimages.vanderbilt.edu/ind-baskauf/18570|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.31551|-86.83345|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/18579||
http://bioimages.vanderbilt.edu/ind-baskauf/18967|managed|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.06278|-86.80965|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/18976||
http://bioimages.vanderbilt.edu/ind-baskauf/19791|naturalised|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.40253|-87.02231|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/19800||
http://bioimages.vanderbilt.edu/ind-baskauf/20451|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.4365|-87.3097|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/20454||
http://bioimages.vanderbilt.edu/ind-baskauf/20961|naturalised|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.14416|-86.80431|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/20989||
http://bioimages.vanderbilt.edu/ind-baskauf/21526|managed|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.14371|-86.80309|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/21535||
http://bioimages.vanderbilt.edu/ind-baskauf/22159|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.06948|-86.88368|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/22170||
http://bioimages.vanderbilt.edu/ind-baskauf/22755|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.06507|-86.79258|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/22782||
http://bioimages.vanderbilt.edu/ind-baskauf/22896|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|36.06024|-86.79527|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/22899||
http://bioimages.vanderbilt.edu/ind-baskauf/26284|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|35.67916|-83.45884|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/26289||
http://bioimages.vanderbilt.edu/ind-baskauf/26298|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|35.67916|-83.45884|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/26321||
http://bioimages.vanderbilt.edu/ind-baskauf/26389|native|2015-10-10T14:42:44-05:00||||Location determined from Google maps.|35.63534|-83.49306|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/26393||
