ubioID,tsnID,class,order,family,primula,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,vernacularName,changed
449082,20200,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,,,genus,,schiedea,0
449083,20201,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,adamantis,,species,H. St. John,Diamond Head schiedea,0
449084,20202,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,amplexicaulis,,species,H. Mann,Niihau schiedea,0
449085,20203,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,apokremnos,,species,H. St. John,Kauai schiedea,0
449086,20204,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,diffusa,,species,A. Gray,spreading schiedea,0
449087,20205,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,globosa,,species,H. Mann,globe schiedea,0
449088,20206,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,haleakalensis,,species,O. Deg. & Sherff,Haleakala schiedea,0
449089,20208,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,helleri,,species,Sherff,Kaholuamanu schiedea,0
449090,20209,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,hookeri,,species,A. Gray,sprawling schiedea,0
449091,20210,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,implexa,,species,(Hillebr.) Sherff,Auwahi schiedea,0
449092,20211,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,kaalae,,species,Wawra,Oahu schiedea,0
449093,20212,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,kealiae,,species,Caum & Hosaka,Waianae Range schiedea,0
449095,20215,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,lydgatei,,species,Hillebr.,Kamalo Gulch schiedea,0
449096,20216,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,mannii,,species,H. St. John,ridgetop schiedea,0
449097,20217,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,membranacea,,species,H. St. John,papery schiedea,0
449098,20218,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,menziesii,,species,Hook.,Menzies' schiedea,0
449099,20219,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,nuttallii,,species,Hook.,valley schiedea,0
449100,20220,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,pubescens,,species,Hillebr.,hairy schiedea,0
449101,20222,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,salicaria,,species,Hillebr.,royal schiedea,0
449102,20224,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,stellarioides,,species,H. Mann,lau lihilihi,0
449103,20225,Magnoliopsida,Caryophyllales,Caryophyllaceae,Schiedea,verticillata,,species,F. Br.,Devils Slide schiedea,0
449104,20227,Magnoliopsida,Caryophyllales,Caryophyllaceae,Achyronychia,,,genus,,achyronychia,0
449105,20228,Magnoliopsida,Caryophyllales,Caryophyllaceae,Achyronychia,cooperi,,species,Torr. & A. Gray,onyxflower,0
449106,20229,Magnoliopsida,Caryophyllales,Caryophyllaceae,Agrostemma,,,genus,,corncockle,0
449107,20230,Magnoliopsida,Caryophyllales,Caryophyllaceae,Agrostemma,githago,,species,L.,common corncockle,0
449108,20232,Magnoliopsida,Caryophyllales,Caryophyllaceae,Alsinidendron,,,genus,,alsinidendron,0
449109,20233,Magnoliopsida,Caryophyllales,Caryophyllaceae,Alsinidendron,obovatum,,species,Sherff,Waianae Range alsinidendron,0
449110,20234,Magnoliopsida,Caryophyllales,Caryophyllaceae,Alsinidendron,trinerve,,species,H. Mann,mountain alsinidendron,0
1214,20235,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,,,genus,,sandwort,0
449112,20237,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,aberrans,,species,M.E. Jones,Mt. Dellenbaugh sandwort,0
449113,20238,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,aculeata,,species,S. Watson,prickly sandwort,0
449114,20239,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,benthamii,,species,Fenzl ex Torr. & A. Gray,hilly sandwort,0
449115,20240,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,capillaris,,species,Poir.,slender mountain sandwort,0
449116,20241,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,capillaris,capillaris,subspecies,Poir.,slender mountain sandwort,0
449117,20242,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,capillaris,americana,subspecies,Poir.,fescue sandwort,0
449118,20243,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,congesta,,species,Nutt.,ballhead sandwort,0
449119,20244,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,eastwoodiae,,species,Rydb.,Eastwood's sandwort,0
449120,20245,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,fendleri,,species,A. Gray,Fendler's sandwort,0
449121,20246,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,franklinii,,species,Douglas ex Hook.,Franklin's sandwort,0
449122,20247,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,hookeri,,species,Nutt.,Hooker's sandwort,0
449123,20248,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,hookeri,hookeri,subspecies,Nutt.,Hooker's sandwort,0
449124,20249,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,hookeri,desertorum,subspecies,Nutt.,Hooker's desert sandwort,0
449125,20250,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,hookeri,pinetorum,subspecies,Nutt.,Hooker's sandwort,0
449127,20252,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,kingii,,species,(S. Watson) M.E. Jones,King's sandwort,0
449128,20253,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,kingii,kingii,subspecies,(S. Watson) M.E. Jones,King's sandwort,0
449129,20254,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,kingii,compacta,subspecies,(S. Watson) M.E. Jones,King's compact sandwort,0
449130,20255,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,kingii,plateauensis,subspecies,(S. Watson) M.E. Jones,King's plateau sandwort,0
449131,20256,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,kingii,rosea,subspecies,(S. Watson) M.E. Jones,King's rosy sandwort,0
449132,20257,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,kingii,uintahensis,subspecies,(S. Watson) M.E. Jones,Uinta sandwort,0
449133,20258,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,lanuginosa,,species,(Michx.) Rohrb.,spreading sandwort,0
656398,20259,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,lanuginosa,lanuginosa,subspecies,(Michx.) Rohrb.,spreading sandwort,0
449135,20260,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,lanuginosa,saxosa,subspecies,(Michx.) Rohrb.,spreading sandwort,0
449136,20262,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,livermorensis,,species,Correll,Livermore sandwort,0
449137,20263,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,ludens,,species,Shinners,Trans-Pecos sandwort,0
449138,20264,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,macradenia,,species,S. Watson,Mojave sandwort,0
656399,20265,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,macradenia,macradenia,subspecies,S. Watson,Mojave sandwort,0
449140,20266,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,macradenia,ferrisiae,subspecies,S. Watson,Ferris' sandwort,0
449141,20267,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,paludicola,,species,B.L. Rob.,marsh sandwort,0
449143,20269,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,pumicola,,species,Coville & Leiberg,Crater Lake sandwort,0
449144,20270,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,serpyllifolia,,species,L.,thymeleaf sandwort,0
449145,20271,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,stenomeres,,species,Eastw.,Meadow Valley sandwort,0
449146,20272,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,ursina,,species,B.L. Rob.,Bear Valley sandwort,0
449147,20273,Magnoliopsida,Caryophyllales,Caryophyllaceae,Corrigiola,,,genus,,corrigiola,0
449148,20274,Magnoliopsida,Caryophyllales,Caryophyllaceae,Corrigiola,litoralis,,species,L.,strapwort,0
449149,20275,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,,,genus,,pink,0
449150,20276,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,armeria,,species,L.,Deptford pink,0
449151,20277,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,barbatus,,species,L.,sweetwilliam,0
449152,20278,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,deltoides,,species,L.,maiden pink,0
449153,20279,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,plumarius,,species,L.,feathered pink,0
449154,20280,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,repens,,species,Willd.,boreal carnation,0
449155,20281,Magnoliopsida,Caryophyllales,Caryophyllaceae,Drymaria,,,genus,,drymary,0
449156,20282,Magnoliopsida,Caryophyllales,Caryophyllaceae,Drymaria,cordata,,species,(L.) Willd. ex Schult.,whitesnow,0
449157,20283,Magnoliopsida,Caryophyllales,Caryophyllaceae,Drymaria,effusa,,species,A. Gray,pinewoods drymary,0
449158,20284,Magnoliopsida,Caryophyllales,Caryophyllaceae,Drymaria,glandulosa,,species,C. Presl,Fendler's drymary,0
449159,20285,Magnoliopsida,Caryophyllales,Caryophyllaceae,Drymaria,laxiflora,,species,Benth.,Trans-Pecos drymary,0
449160,20286,Magnoliopsida,Caryophyllales,Caryophyllaceae,Drymaria,leptophylla,,species,(Cham. & Schltdl.) Fenzl ex Rohrb.,canyon drymary,0
449161,20287,Magnoliopsida,Caryophyllales,Caryophyllaceae,Drymaria,molluginea,,species,(Lag.) Didr.,slimleaf drymary,0
449162,20288,Magnoliopsida,Caryophyllales,Caryophyllaceae,Drymaria,pachyphylla,,species,Woot. & Standl.,thickleaf drymary,0
449163,20289,Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,,,genus,,baby's-breath,0
449164,20290,Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,acutifolia,,species,Stev. ex Spreng.,sharpleaf baby's-breath,0
449165,20291,Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,elegans,,species,M. Bieb.,showy baby's-breath,0
449166,20292,Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,muralis,,species,L.,low baby's-breath,0
449167,20293,Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,paniculata,,species,L.,baby's breath,0
449168,20294,Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,perfoliata,,species,L. [excluded],perfoliate baby's-breath,0
449169,20295,Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,repens,,species,L.,creeping baby's-breath,0
449170,20296,Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,scorzonerifolia,,species,Ser.,garden baby's-breath,0
449171,20297,Magnoliopsida,Caryophyllales,Caryophyllaceae,Herniaria,,,genus,,rupturewort,0
449172,20299,Magnoliopsida,Caryophyllales,Caryophyllaceae,Herniaria,glabra,,species,L.,smooth rupturewort,0
449173,20300,Magnoliopsida,Caryophyllales,Caryophyllaceae,Holosteum,,,genus,,holosteum,0
449175,20302,Magnoliopsida,Caryophyllales,Caryophyllaceae,Loeflingia,,,genus,,loeflingia,0
449176,20304,Magnoliopsida,Caryophyllales,Caryophyllaceae,Loeflingia,squarrosa,,species,Nutt.,spreading pygmyleaf,0
449177,20306,Magnoliopsida,Caryophyllales,Caryophyllaceae,Lychnis,,,genus,,campion,0
449178,20307,Magnoliopsida,Caryophyllales,Caryophyllaceae,Lychnis,chalcedonica,,species,L.,maltesecross,0
449179,20308,Magnoliopsida,Caryophyllales,Caryophyllaceae,Lychnis,coronaria,,species,(L.) Desr.,rose campion,0
449180,20309,Magnoliopsida,Caryophyllales,Caryophyllaceae,Lychnis,flos-cuculi,,species,L.,ragged robin,0
449181,20310,Magnoliopsida,Caryophyllales,Caryophyllaceae,Lychnis,viscaria,,species,L.,clammy campion,0
449182,20311,Magnoliopsida,Caryophyllales,Caryophyllaceae,Moenchia,,,genus,,upright chickweed,0
449183,20312,Magnoliopsida,Caryophyllales,Caryophyllaceae,Moenchia,erecta,,species,"(L.) G. Gaertn., B. Mey. & Scherb.",upright chickweed,0
449184,20313,Magnoliopsida,Caryophyllales,Caryophyllaceae,Myosoton,,,genus,,myosoton,0
449185,20314,Magnoliopsida,Caryophyllales,Caryophyllaceae,Myosoton,aquaticum,,species,(L.) Moench,giantchickweed,0
449187,20317,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,,,genus,,nailwort,0
449188,20318,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,americana,,species,(Nutt.) Fenzl ex Walp.,American nailwort,0
449189,20319,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,americana,americana,subspecies,(Nutt.) Fenzl ex Walp.,American nailwort,0
449190,20320,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,americana,pauciflora,subspecies,(Nutt.) Fenzl ex Walp.,American nailwort,0
449191,20321,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,argyrocoma,,species,(Michx.) Nutt.,silvery nailwort,0
449192,20322,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,baldwinii,,species,(Torr. & A. Gray) Fenzl ex Walp.,Baldwin's nailwort,0
449193,20323,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,baldwinii,baldwinii,subspecies,(Torr. & A. Gray) Fenzl ex Walp.,Baldwin's nailwort,0
449194,20324,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,baldwinii,riparia,subspecies,(Torr. & A. Gray) Fenzl ex Walp.,Baldwin's nailwort,0
449195,20325,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,canadensis,,species,(L.) Alph. Wood,smooth forked nailwort,0
449196,20326,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,chartacea,,species,Fernald,paper nailwort,0
449197,20328,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,congesta,,species,Correll,Rio Grande nailwort,0
449198,20329,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,depressa,,species,(Torr. & A. Gray) Nutt. ex A. Nelson,spreading nailwort,0
449199,20330,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,drummondii,,species,Torr. & A. Gray,Drummond's nailwort,0
449201,20333,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,erecta,,species,(Chapm.) Shinners,squareflower,0
449202,20334,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,fastigiata,,species,(Raf.) Fernald,hairy forked nailwort,0
449204,20336,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,herniarioides,,species,(Michx.) Nutt.,coastal plain nailwort,0
449205,20337,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,jamesii,,species,Torr. & A. Gray,James' nailwort,0
449206,20338,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,jonesii,,species,M.C. Johnst.,Jones' nailwort,0
449207,20339,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,lindheimeri,,species,Engelm. ex A. Gray,forked nailwort,0
449208,20340,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,maccartii,,species,Correll,McCart's nailwort,0
449209,20341,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,montana,,species,(Small) Pax & K. Hoffm.,mountain nailwort,0
449210,20342,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,monticola,,species,Cory,Livermore nailwort,0
449211,20343,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,patula,,species,Shinners,pineland nailwort,0
449212,20345,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,rugelii,,species,(Chapm.) Shuttlw. ex Chapm.,Rugel's nailwort,0
449213,20346,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,sessiliflora,,species,Nutt.,creeping nailwort,0
449214,20347,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,setacea,,species,Torr. & A. Gray,bristle nailwort,0
449215,20348,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,virginica,,species,Spreng.,yellow nailwort,0
449216,20349,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,wilkinsonii,,species,S. Watson,Wilkinson's nailwort,0
449222,20355,Magnoliopsida,Caryophyllales,Caryophyllaceae,Polycarpaea,,,genus,,polycarpaea,0
449223,20357,Magnoliopsida,Caryophyllales,Caryophyllaceae,Pseudostellaria,,,genus,,pseudostellaria,0
449224,20358,Magnoliopsida,Caryophyllales,Caryophyllaceae,Pseudostellaria,jamesiana,,species,(Torr.) W.A. Weber & R.L. Hartm.,tuber starwort,0
449225,20359,Magnoliopsida,Caryophyllales,Caryophyllaceae,Scleranthus,,,genus,,German knotgrass,0
449226,20360,Magnoliopsida,Caryophyllales,Caryophyllaceae,Scleranthus,annuus,,species,L.,German knotgrass,0
449227,20361,Magnoliopsida,Caryophyllales,Caryophyllaceae,Scleranthus,perennis,,species,L.,perennial knawel,0
449228,20362,Magnoliopsida,Caryophyllales,Caryophyllaceae,Scopulophila,,,genus,,rockwort,0
449229,20363,Magnoliopsida,Caryophyllales,Caryophyllaceae,Scopulophila,rixfordii,,species,(Brandegee) Munz & I.M. Johnst.,Rixford's rockwort,0
449230,20364,Magnoliopsida,Caryophyllales,Caryophyllaceae,Spergula,,,genus,,spurry,0
657716,20365,Magnoliopsida,Caryophyllales,Caryophyllaceae,Spergula,arvensis,,species,L.,corn spurry,0
449232,20366,Magnoliopsida,Caryophyllales,Caryophyllaceae,Spergula,pentandra,,species,L.,wingstem spurry,0
449233,20367,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stipulicida,,,genus,,stipulicida,0
449234,20368,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stipulicida,setacea,,species,Michx.,pineland scalypink,0
449235,20369,Magnoliopsida,Caryophyllales,Caryophyllaceae,Vaccaria,,,genus,,soapwort,0
449236,20371,Magnoliopsida,Caryophyllales,Caryophyllaceae,Velezia,,,genus,,velezia,0
449236,20372,Magnoliopsida,Caryophyllales,Caryophyllaceae,Velezia,rigida,,species,L.,velezia,0
449238,20373,Magnoliopsida,Caryophyllales,Caryophyllaceae,Wilhelmsia,,,genus,,wilhelmsia,0
449239,20374,Magnoliopsida,Caryophyllales,Caryophyllaceae,Wilhelmsia,physodes,,species,(Fisch. ex Ser.) McNeill,merckia,0
449241,20376,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,,,genus,,springbeauty,0
449244,20380,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,sarmentosa,,species,C.A. Mey.,Alaska springbeauty,0
449245,20381,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,tuberosa,,species,Pall. ex Schult.,tuberous springbeauty,0
449246,20382,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,virginica,,species,L.,Virginia springbeauty,0
449247,20383,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,arctica,,species,M.F. Adams,arctic springbeauty,0
449248,20384,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,arenicola,,species,L.F. Hend.,sand springbeauty,0
449249,20385,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,caroliniana,,species,Michx.,Carolina springbeauty,0
449250,20386,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,cordifolia,,species,S. Watson,heartleaf springbeauty,0
449251,20387,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,exigua,,species,Torr. & A. Gray,serpentine springbeauty,0
449252,20388,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,gypsophiloides,,species,Fisch. & C.A. Mey.,gypsum springbeauty,0
449253,20389,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,heterophylla,,species,(Torr. & A. Gray) Swanson,variableleaf springbeauty,0
449254,20390,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,lanceolata,,species,Pall. ex Pursh,lanceleaf springbeauty,0
449255,20391,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,megarhiza,,species,(A. Gray) Parry ex S. Watson,alpine springbeauty,0
449256,20392,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,nevadensis,,species,S. Watson,Sierra springbeauty,0
449258,20394,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,parviflora,,species,Douglas ex Hook.,streambank springbeauty,0
449259,20395,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,perfoliata,,species,Donn ex Willd.,miner's lettuce,0
449260,20396,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,perfoliata,perfoliata,subspecies,Donn ex Willd.,miner's lettuce,0
449261,20398,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,rubra,,species,(Howell) Tidestr.,redstem springbeauty,0
449262,20399,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,saxosa,,species,Brandegee,Brandegee's springbeauty,0
449263,20400,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,scammaniana,,species,Hulten,Scamman's springbeauty,0
449264,20401,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,sibirica,,species,L.,Siberian springbeauty,0
449265,20402,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,umbellata,,species,S. Watson,Great Basin springbeauty,0
449266,20403,Magnoliopsida,Caryophyllales,Portulacaceae,Montia,,,genus,,minerslettuce,0
449267,20404,Magnoliopsida,Caryophyllales,Portulacaceae,Montia,fontana,,species,L.,annual water minerslettuce,0
449268,20405,Magnoliopsida,Caryophyllales,Portulacaceae,Montia,bostockii,,species,(A.E. Porsild) S.L. Welsh,Bostock's minerslettuce,0
449269,20406,Magnoliopsida,Caryophyllales,Portulacaceae,Montia,chamissoi,,species,(Ledeb. ex Spreng.) Greene,water minerslettuce,0
449270,20407,Magnoliopsida,Caryophyllales,Portulacaceae,Montia,dichotoma,,species,(Nutt.) Howell,dwarf minerslettuce,0
449271,20408,Magnoliopsida,Caryophyllales,Portulacaceae,Montia,diffusa,,species,(Nutt.) Greene,spreading minerslettuce,0
449272,20411,Magnoliopsida,Caryophyllales,Portulacaceae,Montia,howellii,,species,S. Watson,Howell's minerslettuce,0
449273,20413,Magnoliopsida,Caryophyllales,Portulacaceae,Montia,linearis,,species,(Douglas ex Hook.) Greene,narrowleaf minerslettuce,0
449274,20414,Magnoliopsida,Caryophyllales,Portulacaceae,Montia,parvifolia,,species,(Moc. ex DC.) Greene,littleleaf minerslettuce,0
449275,20415,Magnoliopsida,Caryophyllales,Portulacaceae,Montia,parvifolia,parvifolia,subspecies,(Moc. ex DC.) Greene,littleleaf minerslettuce,0
449276,20416,Magnoliopsida,Caryophyllales,Portulacaceae,Montia,parvifolia,flagellaris,subspecies,(Moc. ex DC.) Greene,littleleaf minerslettuce,0
449278,20418,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,,,genus,,purslane,0
449279,20419,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,grandiflora,,species,Hook.,rose moss,0
449280,20422,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,oleracea,,species,L.,little hogweed,0
449281,20425,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,pilosa,,species,L.,kiss me quick,0
449282,20427,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,smallii,,species,P. Wilson,Small's purslane,0
449283,20428,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,suffrutescens,,species,Engelm.,shrubby purslane,0
449284,20429,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,umbraticola,,species,Kunth,wingpod purslane,0
449285,20430,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,caulerpoides,,species,Britton & P. Wilson ex Britton,Puerto Rico purslane,0
449286,20431,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,halimoides,,species,L.,silkcotton purslane,0
449287,20432,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,quadrifida,,species,L.,chickenweed,0
449288,20433,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,teretifolia,,species,Kunth,roundleaf purslane,0
449289,20436,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,lutea,,species,Sol. ex G. Forst.,native yellow purslane,0
449290,20437,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,sclerocarpa,,species,A. Gray,ihi makole,0
449291,20438,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,villosa,,species,Cham.,hairy purslane,0
449293,20441,Magnoliopsida,Caryophyllales,Portulacaceae,Talinopsis,,,genus,,talinopsis,0
449294,20442,Magnoliopsida,Caryophyllales,Portulacaceae,Talinopsis,frutescens,,species,A. Gray,arroyo fameflower,0
449295,20443,Magnoliopsida,Caryophyllales,Portulacaceae,Talinum,,,genus,,fameflower,0
449298,20446,Magnoliopsida,Caryophyllales,Portulacaceae,Talinum,calycinum,,species,Engelm.,largeflower fameflower,0
449304,20452,Magnoliopsida,Caryophyllales,Portulacaceae,Talinum,paniculatum,,species,(Jacq.) Gaertn.,jewels of Opar,0
449312,20461,Magnoliopsida,Caryophyllales,Portulacaceae,Calandrinia,,,genus,,redmaids,0
449313,20463,Magnoliopsida,Caryophyllales,Portulacaceae,Calandrinia,breweri,,species,S. Watson,Brewer's redmaids,0
449314,20464,Magnoliopsida,Caryophyllales,Portulacaceae,Calandrinia,ciliata,,species,(Ruiz & Pav.) DC.,fringed redmaids,0
449316,20473,Magnoliopsida,Caryophyllales,Portulacaceae,Lewisia,,,genus,,lewisia,0
449317,20474,Magnoliopsida,Caryophyllales,Portulacaceae,Lewisia,brachycalyx,,species,Engelm. ex A. Gray,shortsepal lewisia,0
449319,20476,Magnoliopsida,Caryophyllales,Portulacaceae,Lewisia,columbiana,,species,(Howell ex A. Gray) B.L. Rob.,Columbian lewisia,0
449320,20477,Magnoliopsida,Caryophyllales,Portulacaceae,Lewisia,columbiana,columbiana,variety,(Howell ex A. Gray) B.L. Rob.,Columbian lewisia,0
449321,20479,Magnoliopsida,Caryophyllales,Portulacaceae,Lewisia,congdonii,,species,(Rydb.) S. Clay,Congdon's lewisia,0
449323,20481,Magnoliopsida,Caryophyllales,Portulacaceae,Lewisia,disepala,,species,Rydb.,Yosemite lewisia,0
449324,20482,Magnoliopsida,Caryophyllales,Portulacaceae,Lewisia,kelloggii,,species,K. Brandegee,Kellogg's lewisia,0
449326,20484,Magnoliopsida,Caryophyllales,Portulacaceae,Lewisia,maguirei,,species,A.H. Holmgren,Maguire's lewisia,0
449327,20485,Magnoliopsida,Caryophyllales,Portulacaceae,Lewisia,oppositifolia,,species,(S. Watson) B.L. Rob.,oppositeleaf lewisia,0
449328,20486,Magnoliopsida,Caryophyllales,Portulacaceae,Lewisia,pygmaea,,species,(A. Gray) B.L. Rob.,alpine lewisia,0
449330,20490,Magnoliopsida,Caryophyllales,Portulacaceae,Lewisia,rediviva,,species,Pursh,bitter root,0
449331,20492,Magnoliopsida,Caryophyllales,Portulacaceae,Lewisia,serrata,,species,Heckard & Stebbins,sawtooth lewisia,0
